#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
DFNFGKOD_28840	1	1677	108	1662	99.1055	9.37209	32.7	38.8
DFNFGKOD_28841	1	933	62	899	96.3558	9.62487	33.1	40.7
DFNFGKOD_28842	1	243	5	223	91.7695	3.09053	33	17.8
DFNFGKOD_28843	1	1170	69	1170	100	8.56581	32.6	41.4
DFNFGKOD_28844	1	792	53	747	94.3182	9.0846	33	41.3
DFNFGKOD_28845	1	393	11	355	90.3308	3.2112	33.3	37.1
DFNFGKOD_28846	1	759	20	718	94.5982	3.3834	32.7	42
DFNFGKOD_28847	1	477	6	296	62.0545	1.58071	33.2	28
DFNFGKOD_28848	1	291	2	251	86.2543	1.41924	30.1	42
DFNFGKOD_28849	1	981	41	956	97.4516	6.03058	33.3	39.7
DFNFGKOD_28850	1	504	18	483	95.8333	4.8869	32.8	42
DFNFGKOD_28851	1	651	34	590	90.6298	7.39324	32.7	41.9
DFNFGKOD_28852	1	414	16	413	99.7585	5.05314	32.8	38.4
DFNFGKOD_28853	1	171	1	144	84.2105	2.52632	33.7	42
DFNFGKOD_28854	1	327	4	233	71.2538	1.84709	32.2	32.2
DFNFGKOD_28855	1	357	10	321	89.916	2.02801	32.8	37.8
DFNFGKOD_28856	1	282	4	235	83.3333	3.04965	33.6	31.5
DFNFGKOD_28858	1	252	3	242	96.0317	2.29365	33	23
DFNFGKOD_28859	1	450	13	394	87.5556	3.6	33.2	39.2
DFNFGKOD_28860	1	615	16	531	86.3415	3.4065	33.4	36.1
DFNFGKOD_28861	1	453	7	419	92.4945	2.81898	32.9	33.9
DFNFGKOD_28862	1	441	5	313	70.9751	1.71202	33	34.8
DFNFGKOD_28863	1	1110	91	1109	99.9099	12.0009	32.9	38.8
DFNFGKOD_28864	1	282	18	279	98.9362	6.92553	33.1	40.5
DFNFGKOD_28865	1	630	36	613	97.3016	9.76667	32.6	41.6
DFNFGKOD_28866	1	705	45	655	92.9078	9.1844	32.7	38.8
DFNFGKOD_28867	1	1194	69	1125	94.2211	8.66248	32.8	38.5
DFNFGKOD_28868	1	1200	38	1200	100	4.855	32.5	39
DFNFGKOD_28869	1	246	6	244	99.187	3.52439	31.4	28.5
DFNFGKOD_28870	1	201	12	198	98.5075	7.14925	33	26.4
DFNFGKOD_28871	1	786	40	754	95.9288	7.23155	33.2	39.9
DFNFGKOD_28872	1	249	10	201	80.7229	4.06024	31.5	41.8
DFNFGKOD_28874	1	1677	107	1660	98.9863	9.01789	33	41.9
DFNFGKOD_28875	1	1713	109	1643	95.9136	8.75015	32.9	39.1
DFNFGKOD_28876	1	411	29	410	99.7567	10.2968	32.9	30.2
DFNFGKOD_28877	1	171	3	158	92.3977	4.18713	32.8	42
DFNFGKOD_28878	1	186	10	186	100	7.98925	33.1	19.9
DFNFGKOD_28879	1	366	32	366	100	12.5082	33.5	36.5
DFNFGKOD_28880	1	330	8	297	90	3.63636	31.9	42
DFNFGKOD_28881	1	309	6	265	85.7605	2.90939	33.8	38.8
DFNFGKOD_28882	1	810	18	790	97.5309	3.31605	32.2	40.9
DFNFGKOD_28883	1	390	7	347	88.9744	1.91538	31.3	33.6
DFNFGKOD_28884	1	1278	1646	1277	99.9218	192.44	32.7	34.6
DFNFGKOD_28885	1	297	5	232	78.1145	2.44108	33.2	30.6
DFNFGKOD_28886	1	219	3	150	68.4932	0.684932	33.6	42
DFNFGKOD_28887	1	342	5	276	80.7018	3.09064	33.2	38.2
DFNFGKOD_28888	1	2901	219	2901	100	10.8059	32.6	40.9
DFNFGKOD_28889	1	438	32	434	99.0868	11.0457	32.6	41.9
DFNFGKOD_28890	1	612	21	603	98.5294	4.66993	33.1	38.4
DFNFGKOD_28891	1	594	14	530	89.2256	3.74747	32.5	39.2
DFNFGKOD_28892	1	630	17	623	98.8889	4.03333	33.4	38.8
DFNFGKOD_28893	1	198	2	160	80.8081	1.44949	33.7	18.5
DFNFGKOD_28894	1	555	14	417	75.1351	3.78378	33.3	23.9
DFNFGKOD_28895	1	270	2	199	73.7037	1.11111	33.5	4
DFNFGKOD_28896	1	315	2	183	58.0952	0.952381	33.6	42
DFNFGKOD_28897	1	204	2	163	79.902	1.47549	32.3	32.5
DFNFGKOD_28898	1	243	6	241	99.177	2.41975	31.5	42
DFNFGKOD_28899	1	567	29	480	84.6561	7.42857	33	42
DFNFGKOD_28900	1	1899	78	1868	98.3676	5.63612	33.1	40.8
DFNFGKOD_28901	1	210	1	150	71.4286	2.14286	32.6	42
DFNFGKOD_28902	1	555	32	555	100	8.6	32.3	39.7
DFNFGKOD_28903	1	669	38	615	91.9283	8.43348	32.5	37.2
DFNFGKOD_28904	1	633	29	629	99.3681	6.89731	32.6	41.3
DFNFGKOD_28905	1	795	43	795	100	8.06038	32.8	40.2
DFNFGKOD_28906	1	1299	64	1289	99.2302	7.28406	32.9	40.5
DFNFGKOD_28908	1	393	11	368	93.6387	3.79135	32.3	40.4
DFNFGKOD_28909	1	510	15	429	84.1176	3.87451	33.3	37.2
DFNFGKOD_28910	1	228	7	228	100	6.34649	32.7	30
DFNFGKOD_28911	1	324	7	310	95.679	2.7963	32.5	36.6
DFNFGKOD_28912	1	474	27	459	96.8354	8.27215	32.7	37.3
DFNFGKOD_28913	1	456	27	446	97.807	8.1886	32.9	37.3
DFNFGKOD_28914	1	354	11	295	83.3333	4.12994	32.5	32
DFNFGKOD_28915	1	258	17	258	100	9.93411	33	28.3
DFNFGKOD_28916	1	273	18	219	80.2198	10.4103	33.2	37.2
DFNFGKOD_28917	1	459	39	458	99.7821	12.6885	32.7	40
DFNFGKOD_28918	1	1014	91	974	96.0552	13.2071	32.5	41.2
DFNFGKOD_28919	1	1848	160	1814	98.1602	13.059	32.6	40.8
DFNFGKOD_28920	1	1341	127	1337	99.7017	13.8561	32.8	41.4
DFNFGKOD_28921	1	771	51	761	98.703	9.76783	32.7	41.6
DFNFGKOD_28922	1	306	17	286	93.4641	2.91503	33.1	16.7
DFNFGKOD_28923	1	201	7	154	76.6169	9.75124	33.2	21.9
DFNFGKOD_28924	1	306	17	306	100	6.34641	33.3	29.9
DFNFGKOD_28925	1	474	33	472	99.5781	10.2384	33.2	39.7
DFNFGKOD_28926	1	462	14	460	99.5671	4.48485	31.9	36.6
DFNFGKOD_28927	1	264	7	261	98.8636	3.75379	33.5	31.7
DFNFGKOD_28929	1	381	9	342	89.7638	3.52756	33.5	38.8
DFNFGKOD_28930	1	357	12	351	98.3193	5.07003	33.1	25.6
DFNFGKOD_28932	1	441	5	370	83.9002	1.66893	31.7	33.6
DFNFGKOD_28933	1	390	14	387	99.2308	5.3359	32.6	40.6
DFNFGKOD_28934	1	1164	85	1114	95.7045	10.366	32.8	40
DFNFGKOD_28935	1	438	27	421	96.1187	9.08676	32.5	42
DFNFGKOD_28936	1	234	2	151	64.5299	1.2906	32.2	42
DFNFGKOD_28937	1	321	8	317	98.7539	4.18692	32.9	35.2
DFNFGKOD_28938	1	1560	147	1545	99.0385	12.8545	32.9	41
DFNFGKOD_28939	1	567	35	547	96.4727	8.45326	32.9	35.9
DFNFGKOD_28940	1	1524	157	1524	100	14.7664	33.1	38.2
DFNFGKOD_28941	1	1461	158	1451	99.3155	15.8754	32.6	41.8
DFNFGKOD_28942	1	1032	88	1032	100	11.5494	32.8	41.6
DFNFGKOD_28943	1	816	45	811	99.3873	7.6875	33.1	37.3
DFNFGKOD_28944	1	240	5	225	93.75	3.68333	31.4	41.6
DFNFGKOD_28945	1	228	3	184	80.7018	1.95614	33.4	41.3
DFNFGKOD_28946	1	360	4	295	81.9444	1.67222	32.6	42
DFNFGKOD_28947	1	168	3	151	89.881	0.89881	32.9	35
DFNFGKOD_28948	1	333	7	251	75.3754	3.13213	28.8	36
DFNFGKOD_28949	1	501	24	447	89.2216	7.21557	33.2	42
DFNFGKOD_28950	1	489	15	460	94.0695	4.5726	33.1	28.9
DFNFGKOD_28951	1	186	2	127	68.2796	2.04839	31	41
DFNFGKOD_28952	1	1281	50	1274	99.4536	5.69867	32.6	38.9
DFNFGKOD_28953	1	921	76	919	99.7828	11.3029	32.8	39.5
DFNFGKOD_28954	1	510	39	507	99.4118	11.1314	32.7	42
DFNFGKOD_28955	1	1734	89	1732	99.8847	7.35928	32.5	39.8
DFNFGKOD_28956	1	438	31	438	100	9.68037	32.5	31.2
DFNFGKOD_28957	1	222	2	131	59.009	1.77027	32.8	25
DFNFGKOD_28959	1	225	1	151	67.1111	1.34222	33.6	40
DFNFGKOD_28960	1	351	8	351	100	3.33618	33.3	34.8
DFNFGKOD_28961	1	1203	52	1161	96.5087	6.40648	32.9	41.6
DFNFGKOD_28962	1	783	50	780	99.6169	9.00639	32.9	39.8
DFNFGKOD_28963	1	774	51	736	95.0904	9.06072	32.8	39.2
DFNFGKOD_28964	1	573	67	563	98.2548	16.9965	32.6	39.7
DFNFGKOD_28965	1	453	61	453	100	19.9007	33	38.2
DFNFGKOD_28967	1	216	8	216	100	3.87963	32.9	34.5
DFNFGKOD_28968	1	1128	313	1128	100	41.0718	32.6	40.8
DFNFGKOD_28969	1	1575	421	1572	99.8095	40.4298	32.9	41.2
DFNFGKOD_28970	1	888	236	887	99.8874	39.9279	32.6	39.7
DFNFGKOD_28971	1	1488	393	1487	99.9328	39.6028	32.7	41.8
DFNFGKOD_28972	1	999	224	973	97.3974	33	32.8	41.2
DFNFGKOD_28973	1	759	248	759	100	48.7852	32.5	40.9
DFNFGKOD_28974	1	1332	313	1332	100	35.1149	32.6	41.3
DFNFGKOD_28975	1	1275	360	1275	100	41.5569	32.6	41.2
DFNFGKOD_28976	1	807	189	799	99.0087	36.5341	32.6	41.3
DFNFGKOD_28977	1	1512	407	1512	100	39.631	32.6	41.5
DFNFGKOD_28978	1	486	129	484	99.5885	40.4403	32.9	41.3
DFNFGKOD_28979	1	438	94	438	100	32.0616	32.9	40.2
DFNFGKOD_28980	1	645	108	645	100	24.8496	32.6	40.8
DFNFGKOD_28981	1	1077	255	1077	100	34.1012	32.8	40.6
DFNFGKOD_28984	1	1455	440	1455	100	44.91	32.7	41.2
DFNFGKOD_28985	1	162	28	162	100	23.142	33.1	33.5
DFNFGKOD_28986	1	3708	1381	3708	100	54.7691	32.5	40.8
DFNFGKOD_28987	1	1209	537	1209	100	67.9628	32.7	41.3
DFNFGKOD_28988	1	396	130	396	100	49.1591	32.7	39.5
DFNFGKOD_28989	1	507	131	507	100	39.3353	32.7	41.1
DFNFGKOD_28990	1	888	353	888	100	58.3187	32.7	41
DFNFGKOD_28991	1	1044	529	1043	99.9042	74.5287	32.6	40.8
DFNFGKOD_28992	1	330	93	330	100	36.4576	32.6	33.4
DFNFGKOD_28993	1	1128	358	1128	100	47.0426	32.6	39.4
DFNFGKOD_28994	1	1527	550	1527	100	54.4047	32.6	40.5
DFNFGKOD_28995	1	1353	518	1353	100	55.8862	32.5	40.7
DFNFGKOD_28996	1	1005	261	1004	99.9005	40.197	32.6	40.8
DFNFGKOD_28997	1	354	81	354	100	31.9294	32.8	33.6
DFNFGKOD_28998	1	1335	400	1335	100	44.8959	32.7	29.1
DFNFGKOD_28999	1	1083	327	1083	100	45.6962	32.5	26.3
DFNFGKOD_29000	1	1059	47	1052	99.339	6.60246	33	41.1
DFNFGKOD_29001	1	1473	89	1457	98.9138	8.59878	32.8	41
DFNFGKOD_29005	1	216	2	150	69.4444	2.08333	33.5	42
DFNFGKOD_29006	1	210	4	155	73.8095	2.53333	32	42
DFNFGKOD_29007	1	1104	67	1034	93.6594	8.01178	32.6	40.7
DFNFGKOD_29008	1	996	64	996	100	8.91566	32.8	37.6
DFNFGKOD_29009	1	231	11	219	94.8052	6.21212	32.1	38.9
DFNFGKOD_29010	1	705	44	688	97.5887	8.75319	32.9	32
DFNFGKOD_29011	1	1083	69	1079	99.6307	8.62327	32.6	38.8
DFNFGKOD_29012	1	654	52	650	99.3884	12.1147	33	40.6
DFNFGKOD_29013	1	405	27	399	98.5185	9.61481	32.9	37.1
DFNFGKOD_29014	1	396	8	359	90.6566	3.04545	32.9	42
DFNFGKOD_29015	1	186	7	163	87.6344	1.62366	33	17.9
DFNFGKOD_29016	1	138	1	138	100	6	32.3	42
DFNFGKOD_29017	1	1005	60	972	96.7164	7.76318	32.8	39.9
DFNFGKOD_29018	1	684	113	684	100	26.114	32.5	37.2
DFNFGKOD_29019	1	423	26	401	94.7991	9.46809	33.3	13.8
DFNFGKOD_29020	1	354	5	305	86.1582	1.26271	33.5	33.4
DFNFGKOD_29022	1	723	45	723	100	9.37898	32.9	39.8
DFNFGKOD_29023	1	327	25	326	99.6942	10.5535	32.9	32.3
DFNFGKOD_29024	1	321	17	321	100	7.98131	32.5	27.7
DFNFGKOD_29025	1	615	26	550	89.4309	4.83089	31.7	36.5
DFNFGKOD_29026	1	579	14	561	96.8912	4.54231	33	30
DFNFGKOD_29027	1	288	12	265	92.0139	2.99306	33.1	32.9
DFNFGKOD_29028	1	426	18	378	88.7324	7.23005	32.7	39.9
DFNFGKOD_29029	1	789	48	774	98.0989	8.95311	32.6	42
DFNFGKOD_29030	1	327	12	321	98.1651	4.97859	33.4	40.2
DFNFGKOD_29031	1	381	13	328	86.0892	4.53018	32.6	29.9
DFNFGKOD_29032	1	270	9	269	99.6296	4.10741	33	24.1
DFNFGKOD_29033	1	279	7	244	87.4552	3.72043	33.4	36
DFNFGKOD_29034	1	297	9	284	95.6229	4.03367	33	29.7
DFNFGKOD_29035	1	312	6	310	99.359	2.78205	32.6	42
DFNFGKOD_29036	1	264	4	222	84.0909	2.63258	32.7	23.2
DFNFGKOD_29037	1	2982	305	2950	98.9269	14.7344	32.7	39.6
DFNFGKOD_29038	1	951	63	950	99.8948	10.1304	32.6	39
DFNFGKOD_29039	1	1503	122	1502	99.9335	11.5422	32.7	38.9
DFNFGKOD_29040	1	978	60	978	100	8.57566	32.8	39.8
DFNFGKOD_29041	1	1362	104	1360	99.8532	10.5396	32.6	40.7
DFNFGKOD_29042	1	1050	59	1012	96.381	8.03048	33.2	39.4
DFNFGKOD_29043	1	1173	89	1172	99.9147	10.653	32.7	38.1
DFNFGKOD_29044	1	636	35	632	99.3711	7.60377	32.8	36.9
DFNFGKOD_29045	1	444	26	444	100	9.05631	32.3	37.8
DFNFGKOD_29046	1	774	49	746	96.3824	8.49742	32.7	41.9
DFNFGKOD_29047	1	894	49	838	93.736	8.24609	32.5	35.7
DFNFGKOD_29048	1	294	20	294	100	8.46939	33	40.9
DFNFGKOD_29049	1	189	1	151	79.8942	3.99471	33.3	42
DFNFGKOD_29050	1	402	10	382	95.0249	2.99005	33.4	37.8
DFNFGKOD_29051	1	228	4	183	80.2632	3.67105	32.5	21
DFNFGKOD_29053	1	291	5	225	77.3196	2.19588	33.4	33.6
DFNFGKOD_29054	1	294	7	186	63.2653	3.5102	33.5	30.4
DFNFGKOD_29055	1	177	3	161	90.9605	1.85876	33.4	28
DFNFGKOD_29056	1	315	5	315	100	1.72381	32.3	41.2
DFNFGKOD_29057	1	732	33	672	91.8033	6.22404	32.3	41.3
DFNFGKOD_29058	1	219	1	151	68.9498	0.689498	33.2	42
DFNFGKOD_29059	1	276	2	220	79.7101	1.07609	33.3	42
DFNFGKOD_29060	1	321	16	315	98.1308	5.00623	32.9	34.1
DFNFGKOD_29061	1	186	2	150	80.6452	1.6129	33	42
DFNFGKOD_29063	1	843	72	808	95.8482	12.0403	32.4	39.8
DFNFGKOD_29064	1	552	31	516	93.4783	8.1721	32.8	40.5
DFNFGKOD_29065	1	549	26	507	92.3497	6.84517	32.4	42
DFNFGKOD_29066	1	435	11	372	85.5172	4.15632	32.8	42
DFNFGKOD_29067	1	381	5	348	91.3386	1.98163	33	42
DFNFGKOD_29068	1	471	12	398	84.5011	2.23355	32.9	41.8
DFNFGKOD_29069	1	294	6	245	83.3333	5.63946	33.3	42
DFNFGKOD_29070	1	366	3	321	87.7049	1.20219	32.6	40.7
DFNFGKOD_29071	1	399	7	326	81.7043	2.59398	33.2	41.7
DFNFGKOD_29072	1	348	2	171	49.1379	0.862069	32.5	32.5
DFNFGKOD_29074	1	960	69	906	94.375	10.499	33	41.7
DFNFGKOD_29075	1	552	24	549	99.4565	6.04529	32.6	41.5
DFNFGKOD_29076	1	498	24	464	93.1727	6.5261	32.9	41.2
DFNFGKOD_29077	1	450	16	407	90.4444	4.42667	32.9	42
DFNFGKOD_29078	1	723	52	649	89.7649	10.7925	32.9	41.6
DFNFGKOD_29081	1	177	4	175	98.8701	2.52542	33.5	37.5
DFNFGKOD_29082	1	933	52	910	97.5348	7.97106	32.9	40.2
DFNFGKOD_29083	1	261	7	247	94.636	3.41379	33.4	26.3
DFNFGKOD_29084	1	894	53	891	99.6644	8.89485	32.6	40.2
DFNFGKOD_29085	1	207	4	171	82.6087	2.78261	33.6	29
DFNFGKOD_29086	1	546	19	520	95.2381	5.23443	32.7	41.9
DFNFGKOD_29087	1	267	9	265	99.2509	4.24719	32.8	28
DFNFGKOD_29089	1	288	7	259	89.9306	4.19444	32.5	39.3
DFNFGKOD_29090	1	279	5	257	92.1147	2.69892	31.6	42
DFNFGKOD_29091	1	657	24	576	87.6712	5.09589	32.6	38.4
DFNFGKOD_29092	1	696	36	696	100	7.56322	32.9	36.1
DFNFGKOD_29093	1	1212	63	1209	99.7525	7.29373	32.6	39.5
DFNFGKOD_29094	1	468	16	466	99.5726	4.75855	32.1	40.4
DFNFGKOD_29095	1	1431	102	1414	98.812	10.2774	32.7	40.2
DFNFGKOD_29096	1	333	6	272	81.6817	3.74174	32.9	42
DFNFGKOD_29097	1	303	6	263	86.7987	2.48515	32.5	36.3
DFNFGKOD_29098	1	1083	108	1039	95.9372	14.6713	32.8	20.2
DFNFGKOD_29099	1	1335	104	1335	100	11.7933	32.6	28.5
DFNFGKOD_29100	1	387	34	368	95.0904	13.2067	33.1	37.7
DFNFGKOD_29101	1	195	11	194	99.4872	7.73333	32.9	15.8
DFNFGKOD_29102	1	156	1	151	96.7949	1.92308	33.1	42
DFNFGKOD_29103	1	558	25	536	96.0573	6.69355	33.3	37.1
DFNFGKOD_29104	1	237	4	237	100	1.64557	32.3	31.5
DFNFGKOD_29105	1	534	18	435	81.4607	3.15543	32.4	34.6
DFNFGKOD_29106	1	270	19	270	100	9.67778	33.2	28.5
DFNFGKOD_29107	1	237	25	235	99.1561	16.8143	32.9	36
DFNFGKOD_29108	1	504	25	458	90.873	7.65079	33.2	38
DFNFGKOD_29109	1	534	34	534	100	8.81461	32.7	40.4
DFNFGKOD_29110	1	771	61	726	94.1634	11.3074	32.9	39.8
DFNFGKOD_29111	1	771	51	770	99.8703	10.0441	32.7	37.8
DFNFGKOD_29112	1	294	16	293	99.6599	7.69048	32.8	34.2
DFNFGKOD_29113	1	723	81	723	100	14.0166	32.8	38.2
DFNFGKOD_29114	1	1287	133	1284	99.7669	15.885	32.8	40.7
DFNFGKOD_29115	1	810	71	801	98.8889	13.137	33	40
DFNFGKOD_29116	1	2343	254	2343	100	15.3444	32.6	39
DFNFGKOD_29117	1	726	46	714	98.3471	10	32.6	33.9
DFNFGKOD_29118	1	201	13	130	64.6766	1.29353	34	9
DFNFGKOD_29119	1	1161	262	1161	100	33.609	32.7	40.7
DFNFGKOD_29120	1	1185	58	1135	95.7806	6.9097	33.1	41.9
DFNFGKOD_29121	1	270	8	216	80	3.84074	33.5	40.5
DFNFGKOD_29122	1	612	24	612	100	5.45588	33.2	36.6
DFNFGKOD_29123	1	192	8	153	79.6875	2.35938	32.7	24.5
DFNFGKOD_29124	1	333	14	328	98.4985	7.79279	32.8	30.3
DFNFGKOD_29125	1	309	9	309	100	4.72492	31.9	28.9
DFNFGKOD_29126	1	156	2	128	82.0513	0.820513	33.1	41
DFNFGKOD_29127	1	213	2	151	70.892	1.41784	32.9	41
DFNFGKOD_29129	1	222	6	197	88.7387	2.04054	33.4	42
DFNFGKOD_29130	1	390	16	365	93.5897	7.57436	33.1	32.5
DFNFGKOD_29131	1	771	21	627	81.323	4.10376	32.8	42
DFNFGKOD_29132	1	336	7	272	80.9524	2.69048	31.8	39.3
DFNFGKOD_29133	1	279	4	209	74.9104	2.10753	33.6	23.2
DFNFGKOD_29134	1	153	4	144	94.1176	1.88235	31.7	28.5
DFNFGKOD_29135	1	981	29	948	96.6361	4.83792	32.7	38.2
DFNFGKOD_29136	1	510	16	510	100	3.47059	32.9	39.4
DFNFGKOD_29137	1	189	3	158	83.5979	2.13757	32.3	42
DFNFGKOD_29138	1	252	6	188	74.6032	2.99603	33.3	36
DFNFGKOD_29139	1	699	44	697	99.7139	8.00572	33	39.9
DFNFGKOD_29140	1	258	19	258	100	10.814	31.7	38.4
DFNFGKOD_29141	1	756	59	753	99.6032	11.0278	32.9	39
DFNFGKOD_29142	1	891	47	846	94.9495	7.578	32.9	41.6
DFNFGKOD_29143	1	468	13	423	90.3846	3.53846	32.6	42
DFNFGKOD_29144	1	651	24	598	91.8587	5.67896	32.7	39.1
DFNFGKOD_29145	1	252	2	237	94.0476	1.75397	32.9	42
DFNFGKOD_29146	1	456	63	414	90.7895	19.8816	32.9	38.1
DFNFGKOD_29147	1	162	1	136	83.9506	1.67901	33.5	42
DFNFGKOD_29148	1	198	8	181	91.4141	5.84848	32.4	20.5
DFNFGKOD_29149	1	1083	56	1039	95.9372	7.48846	32.9	41.9
DFNFGKOD_29150	1	216	6	214	99.0741	3.22222	32.7	16.3
DFNFGKOD_29151	1	342	4	305	89.1813	2.09942	31.6	17.5
DFNFGKOD_29152	1	1140	104	1140	100	13.4816	32.9	40.5
DFNFGKOD_29153	1	612	36	592	96.732	7.66013	32.8	42
DFNFGKOD_29154	1	747	41	721	96.5194	7.51272	32.8	42
DFNFGKOD_29155	1	441	31	434	98.4127	9.04082	33.2	40.8
DFNFGKOD_29156	1	1422	128	1418	99.7187	12.3115	32.9	40.3
DFNFGKOD_29157	1	810	53	807	99.6296	9.21111	32.7	41.3
DFNFGKOD_29158	1	540	15	448	82.963	4.74259	31.9	39.1
DFNFGKOD_29160	1	198	3	182	91.9192	2.18182	32.3	42
DFNFGKOD_29161	1	1329	75	1262	94.9586	7.84349	32.9	41.8
DFNFGKOD_29162	1	660	32	636	96.3636	7.49545	32.2	40.6
DFNFGKOD_29163	1	435	6	411	94.4828	2.03448	32.9	33.7
DFNFGKOD_29164	1	426	19	423	99.2958	5.74883	33.1	25.7
DFNFGKOD_29165	1	273	6	272	99.6337	3.54945	33.3	19.5
DFNFGKOD_29166	1	462	11	399	86.3636	2.85931	32.7	31.8
DFNFGKOD_29168	1	270	9	269	99.6296	6.43704	32.6	32.7
DFNFGKOD_29169	1	393	36	372	94.6565	13.6972	33.1	40.1
DFNFGKOD_29170	1	759	45	711	93.6759	8.0751	32.6	40.3
DFNFGKOD_29171	1	378	31	378	100	11.7487	33	37
DFNFGKOD_29172	1	540	31	539	99.8148	7.83148	32.7	39.5
DFNFGKOD_29174	1	441	18	397	90.0227	6.06122	32.9	37.3
DFNFGKOD_29175	1	471	28	471	100	8.23567	32.2	30.9
DFNFGKOD_29176	1	309	22	289	93.5275	10.1845	32.2	38.5
DFNFGKOD_29178	1	255	3	200	78.4314	2.27059	32.8	28
DFNFGKOD_29179	1	270	6	217	80.3704	1.67037	32.8	40.7
DFNFGKOD_29180	1	363	8	282	77.686	4.06336	33	41
DFNFGKOD_29181	1	1062	50	1023	96.3277	6.82109	32.7	40.4
DFNFGKOD_29182	1	228	2	220	96.4912	1.25	31.2	12
DFNFGKOD_29183	1	135	2	133	98.5185	0.985185	33.8	21
DFNFGKOD_29184	1	1659	104	1659	100	8.80169	32.6	39.2
DFNFGKOD_29185	1	501	35	501	100	10.2814	33.3	35.6
DFNFGKOD_29186	1	1311	130	1310	99.9237	13.7231	32.7	41.4
DFNFGKOD_29187	1	1458	102	1396	95.7476	9.72634	32.9	39.8
DFNFGKOD_29188	1	939	54	936	99.6805	8.29606	33	39.2
DFNFGKOD_29189	1	993	57	960	96.6767	7.93756	33	41
DFNFGKOD_29190	1	1233	120	1208	97.9724	13.8313	32.7	39.4
DFNFGKOD_29191	1	2130	158	2068	97.0892	10.5235	32.7	40.1
DFNFGKOD_29193	1	201	5	151	75.1244	1.49254	32.8	31.4
DFNFGKOD_29194	1	300	19	295	98.3333	9.92667	33	37.8
DFNFGKOD_29197	1	321	7	313	97.5078	3.60748	33.4	42
DFNFGKOD_29198	1	360	20	298	82.7778	1.66667	31.6	14.6
DFNFGKOD_29199	1	998	1399	998	100	206.607	32.8	40.6
DFNFGKOD_29200	1	252	3	171	67.8571	1.76984	33.2	42
DFNFGKOD_29201	1	309	4	302	97.7346	1.93528	32.7	37.5
DFNFGKOD_29202	1	378	18	341	90.2116	6.62169	33.1	40.7
DFNFGKOD_29203	1	243	8	227	93.4156	2.9465	33.2	32.6
DFNFGKOD_29204	1	393	12	387	98.4733	5.00509	32.8	37.2
DFNFGKOD_29205	1	513	37	509	99.2203	10.4971	32.8	40
DFNFGKOD_29206	1	309	23	287	92.8803	11.1068	32.7	36.9
DFNFGKOD_29207	1	498	36	495	99.3976	9.87751	32.9	39.7
DFNFGKOD_29208	1	552	31	490	88.7681	8.38225	32.8	39.1
DFNFGKOD_29209	1	189	3	189	100	1.38095	32.1	29.3
DFNFGKOD_29210	1	423	24	393	92.9078	8.05201	33	40.4
DFNFGKOD_29211	1	531	25	496	93.4087	7.18456	33	41.2
DFNFGKOD_29212	1	1443	92	1428	98.9605	8.86209	33	41.8
DFNFGKOD_29213	1	324	6	316	97.5309	3.6821	33.6	31.5
DFNFGKOD_29214	1	252	8	222	88.0952	4.00794	33.2	36.8
DFNFGKOD_29217	1	300	6	264	88	3.50333	32.9	35
DFNFGKOD_29218	1	273	7	248	90.8425	3.79853	33	42
DFNFGKOD_29219	1	777	26	705	90.7336	4.84427	33	40.5
DFNFGKOD_29220	1	630	36	626	99.3651	8.3746	32.8	39.6
DFNFGKOD_29221	1	240	3	208	86.6667	2.3625	32.7	30
DFNFGKOD_29222	1	243	3	227	93.4156	1.86008	33.5	42
DFNFGKOD_29224	1	492	12	431	87.6016	3.06301	31.9	38.8
DFNFGKOD_29225	1	291	8	288	98.9691	4.1134	32.9	39.2
DFNFGKOD_29226	1	663	230	663	100	51.0317	32.8	40.6
DFNFGKOD_29227	1	1014	327	1014	100	48.4398	32.4	41.1
DFNFGKOD_29228	1	288	85	288	100	43.4757	33	39.2
DFNFGKOD_29229	1	606	246	606	100	59.1007	32.3	39.8
DFNFGKOD_29230	1	249	86	249	100	39.7831	32.8	28.5
DFNFGKOD_29231	1	447	168	446	99.7763	60.0246	32.8	37.8
DFNFGKOD_29233	1	735	276	735	100	57.2898	32.8	40.6
DFNFGKOD_29234	1	888	328	888	100	53.5608	32.6	40.8
DFNFGKOD_29235	1	1086	295	1086	100	42.0258	32.6	40.9
DFNFGKOD_29236	1	846	243	845	99.8818	42.8251	32.4	40.9
DFNFGKOD_29237	1	1011	428	1011	100	62.089	32.5	41.1
DFNFGKOD_29238	1	2658	1056	2658	100	59.8352	32.7	41.4
DFNFGKOD_29239	1	1026	420	1026	100	60.346	32.5	39.4
DFNFGKOD_29240	1	630	217	630	100	51.4587	32.6	38.4
DFNFGKOD_29241	1	522	184	522	100	53.4444	32.4	39.5
DFNFGKOD_29242	1	819	314	819	100	54.6813	32.8	39.6
DFNFGKOD_29243	1	2682	1196	2682	100	66.6193	32.6	41
DFNFGKOD_29244	1	1386	543	1386	100	57.6017	32.5	39.3
DFNFGKOD_29245	1	612	154	612	100	38.8252	32.4	37.8
DFNFGKOD_29246	1	816	352	816	100	65.1887	32.7	40.3
DFNFGKOD_29247	1	900	393	900	100	64.9711	32.6	40.2
DFNFGKOD_29248	1	966	376	966	100	58.3085	32.1	39.4
