#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GPICHNHB_52550	1	456	20	423	92.7632	6.27412	32.6	41
GPICHNHB_52551	1	2325	173	2304	99.0968	10.9828	33.1	38.6
GPICHNHB_52552	1	684	21	684	100	4.35965	32.8	36.8
GPICHNHB_52553	1	1245	53	1203	96.6265	6.35582	32.4	38.8
GPICHNHB_52555	1	687	27	668	97.2344	5.69287	32.9	40.1
GPICHNHB_52556	1	1221	74	1216	99.5905	9.09419	32.8	36.4
GPICHNHB_52557	1	780	34	716	91.7949	5.91923	32.9	36.4
GPICHNHB_52558	1	666	22	650	97.5976	5.38889	33.3	40.8
GPICHNHB_52560	1	267	3	252	94.382	1.67416	33.3	28
GPICHNHB_52562	1	192	8	192	100	5.97396	33.2	31.5
GPICHNHB_52563	1	234	9	221	94.4444	3.52564	33.6	34.8
GPICHNHB_52564	1	555	12	553	99.6396	2.90991	33.4	33.7
GPICHNHB_52565	1	252	7	195	77.381	1.71032	33.7	37.7
GPICHNHB_52566	1	1089	58	1089	100	8.02755	33.1	41.1
GPICHNHB_52567	1	1335	61	1325	99.2509	6.69588	32.9	40.4
GPICHNHB_52568	1	324	7	314	96.9136	2.76543	33.2	39.7
GPICHNHB_52569	1	1626	81	1570	96.556	7.32841	33	40.8
GPICHNHB_52570	1	240	4	216	90	3.63333	33	37.2
GPICHNHB_52571	1	309	5	273	88.3495	2.35922	33.1	34.2
GPICHNHB_52572	1	591	10	591	100	2.20135	33	22.4
GPICHNHB_52573	1	174	1	128	73.5632	1.47126	33.8	8
GPICHNHB_52574	1	204	2	204	100	1.38235	32.6	42
GPICHNHB_52576	1	165	6	161	97.5758	5.45455	32.4	36
GPICHNHB_52577	1	330	8	312	94.5455	3.57576	32.4	36.8
GPICHNHB_52579	1	777	20	776	99.8713	3.84427	32.9	41
GPICHNHB_52580	1	603	22	514	85.2405	5.50415	32.5	29.9
GPICHNHB_52581	1	336	11	321	95.5357	4.43452	33.2	31.1
GPICHNHB_52582	1	210	2	134	63.8095	1.27619	33.5	42
GPICHNHB_52583	1	354	5	235	66.3842	2.11017	32.7	40
GPICHNHB_52584	1	309	15	309	100	6.73463	33.2	41.6
GPICHNHB_52585	1	417	5	303	72.6619	2.52998	33	28.4
GPICHNHB_52586	1	342	8	342	100	2.88012	33.7	18.4
GPICHNHB_52587	1	759	22	717	94.4664	4.53623	32.8	35.2
GPICHNHB_52588	1	237	10	237	100	4.94093	33	16.9
GPICHNHB_52589	1	180	1	128	71.1111	2.12778	33	0
GPICHNHB_52593	1	168	1	143	85.119	0.85119	33.9	42
GPICHNHB_52594	1	243	2	201	82.716	1.16049	33	22.5
GPICHNHB_52595	1	162	2	155	95.679	1.7716	33.1	42
GPICHNHB_52596	1	537	13	513	95.5307	3.58473	32.9	39.1
GPICHNHB_52597	1	225	3	158	70.2222	1.33778	32.8	29.3
GPICHNHB_52598	1	312	5	274	87.8205	2.34615	33.3	25.2
GPICHNHB_52600	1	186	1	131	70.4301	1.4086	33.5	42
GPICHNHB_52601	1	288	6	255	88.5417	2.61111	33.4	22.8
GPICHNHB_52602	1	273	2	218	79.8535	1.54212	33.3	25
GPICHNHB_52603	1	174	3	157	90.2299	2.53448	31.9	35.7
GPICHNHB_52604	1	804	28	743	92.4129	4.83955	32.9	30.9
GPICHNHB_52605	1	195	3	194	99.4872	3.62051	33.4	7.33
GPICHNHB_52606	1	228	1	127	55.7018	0.557018	31.5	42
GPICHNHB_52607	1	399	12	398	99.7494	4.47118	33.2	32.2
GPICHNHB_52608	1	315	10	274	86.9841	4.68889	33.4	40.2
GPICHNHB_52609	1	357	12	351	98.3193	4.48459	33.1	29
GPICHNHB_52610	1	231	1	151	65.368	0.65368	33.9	0
GPICHNHB_52611	1	234	7	199	85.0427	1.18803	31.3	0.429
GPICHNHB_52612	1	177	32	177	100	30.0847	32.8	15.3
GPICHNHB_52613	1	768	21	706	91.9271	4.08724	33.2	41
GPICHNHB_52614	1	216	6	200	92.5926	2.73611	33.9	28.7
GPICHNHB_52615	1	531	13	531	100	4.10169	32.1	31.7
GPICHNHB_52616	1	177	1	150	84.7458	0.847458	32.2	40
GPICHNHB_52617	1	234	9	209	89.3162	5.14957	32.5	37.8
GPICHNHB_52618	1	153	2	151	98.6928	1.86275	32.6	32.5
GPICHNHB_52619	1	414	5	349	84.2995	1.81159	32.7	28
GPICHNHB_52620	1	777	29	762	98.0695	5.4157	33.3	32.1
GPICHNHB_52621	1	441	14	388	87.9819	5.03855	32.8	39.4
GPICHNHB_52623	1	297	3	294	98.9899	1.45791	33.2	20
GPICHNHB_52624	1	327	8	327	100	3.6208	33.1	26.2
GPICHNHB_52625	1	1050	51	1000	95.2381	6.91905	32.7	41.9
GPICHNHB_52626	1	567	26	564	99.4709	7.10406	32.7	39.7
GPICHNHB_52627	1	1269	94	1267	99.8424	10.5477	33	38.7
GPICHNHB_52628	1	1194	67	1179	98.7437	8.27303	32.8	41.1
GPICHNHB_52629	1	978	21	940	96.1145	3.23926	32.3	40.3
GPICHNHB_52630	1	219	2	148	67.5799	0.675799	33.2	33
GPICHNHB_52631	1	255	3	253	99.2157	1.71373	33.5	42
GPICHNHB_52632	1	363	8	258	71.0744	3.7438	33.1	42
GPICHNHB_52633	1	627	13	622	99.2026	2.79426	32.5	42
GPICHNHB_52634	1	456	10	349	76.5351	3.22149	32.9	36.7
GPICHNHB_52635	1	330	19	330	100	7.87273	32	23.5
GPICHNHB_52636	1	306	13	286	93.4641	7.37908	33.3	19.2
GPICHNHB_52637	1	252	6	245	97.2222	3.52778	33	28.5
GPICHNHB_52638	1	462	24	386	83.5498	6.7316	32.8	5.38
GPICHNHB_52639	1	174	9	174	100	8.95977	31.7	10
GPICHNHB_52640	1	354	12	345	97.4576	4.67797	33.4	31.9
GPICHNHB_52641	1	543	39	543	100	10.2339	33.3	37.8
GPICHNHB_52642	1	351	23	351	100	9.04558	33	18.3
GPICHNHB_52643	1	807	37	807	100	7.03717	32.8	37.8
GPICHNHB_52644	1	297	15	284	95.6229	7.49158	32.7	35.5
GPICHNHB_52645	1	327	5	264	80.7339	2.27217	32.9	41.6
GPICHNHB_52646	1	285	1	151	52.9825	0.529825	29.5	42
GPICHNHB_52647	1	621	12	568	91.4654	2.90982	32.9	37.7
GPICHNHB_52648	1	2172	139	2172	100	9.48849	32.8	41.5
GPICHNHB_52649	1	726	54	723	99.5868	11.3788	33	40.5
GPICHNHB_52650	1	648	32	644	99.3827	7.21605	32.6	41.6
GPICHNHB_52651	1	1041	77	1040	99.9039	10.9827	33.2	40.9
GPICHNHB_52652	1	2706	202	2699	99.7413	11.1526	32.3	41.1
GPICHNHB_52653	1	948	61	948	100	9.06118	33.1	41.3
GPICHNHB_52654	1	1077	73	1075	99.8143	10.0669	33.3	41.2
GPICHNHB_52655	1	1377	90	1371	99.5643	9.77052	33	39
GPICHNHB_52656	1	1383	91	1375	99.4215	9.87925	32.9	41.1
GPICHNHB_52657	1	1104	62	1094	99.0942	8.28714	32.5	42
GPICHNHB_52658	1	441	11	420	95.2381	4.09297	32.5	38.5
GPICHNHB_52659	1	453	7	384	84.7682	2.30022	32.7	39.3
GPICHNHB_52660	1	1287	46	1286	99.9223	5.19814	32.7	41.2
GPICHNHB_52661	1	591	20	507	85.7868	5.35364	33.3	40.1
GPICHNHB_52662	1	573	20	558	97.3822	5.22513	32.4	41
GPICHNHB_52663	1	1128	22	1089	96.5426	2.93528	32.8	38.1
GPICHNHB_52664	1	687	11	646	94.032	2.37409	33.2	37.2
GPICHNHB_52665	1	162	1	143	88.2716	0.882716	33.7	42
GPICHNHB_52666	1	285	6	260	91.2281	2.61053	32.8	35
GPICHNHB_52667	1	222	5	163	73.4234	2.04054	33.5	8.6
GPICHNHB_52668	1	333	8	326	97.8979	4.72673	33	26.8
GPICHNHB_52669	1	423	6	402	95.0355	1.77778	32.9	42
GPICHNHB_52670	1	192	1	125	65.1042	1.30208	33.7	42
GPICHNHB_52671	1	486	8	387	79.6296	2.17078	32.8	32.2
GPICHNHB_52672	1	333	7	330	99.0991	2.27628	33.5	40.9
GPICHNHB_52673	1	213	6	211	99.061	4.83568	32.9	35
GPICHNHB_52674	1	876	24	818	93.379	4.29909	33	40.2
GPICHNHB_52675	1	222	5	212	95.4955	3.31982	33.3	37.8
GPICHNHB_52676	1	174	2	127	72.9885	0.729885	33.5	40
GPICHNHB_52677	1	894	77	894	100	13.0459	32.7	37.7
GPICHNHB_52678	1	1071	84	1061	99.0663	10.9617	32.8	40.7
GPICHNHB_52679	1	1020	81	1020	100	11.8765	33.1	35.8
GPICHNHB_52680	1	705	26	704	99.8582	5.2766	32.5	36.3
GPICHNHB_52681	1	297	16	297	100	7.64646	33.2	30.9
GPICHNHB_52682	1	543	65	542	99.8158	16.7956	33.1	38.8
GPICHNHB_52683	1	531	49	529	99.6234	13.1921	33.3	31.9
GPICHNHB_52684	1	543	10	472	86.9245	2.77716	33	42
GPICHNHB_52685	1	516	23	499	96.7054	6.35853	32.9	38.5
GPICHNHB_52686	1	1014	28	1005	99.1124	4.18639	33.4	41.8
GPICHNHB_52687	1	297	6	195	65.6566	2.95286	32.3	41.7
GPICHNHB_52688	1	429	9	382	89.0443	3.15385	33	42
GPICHNHB_52689	1	480	9	477	99.375	2.82083	33.3	28.4
GPICHNHB_52690	1	414	5	341	82.3671	1.82367	30.5	42
GPICHNHB_52691	1	561	12	509	90.7308	2.5918	33.2	38.8
GPICHNHB_52692	1	297	5	270	90.9091	1.51515	32.4	38.4
GPICHNHB_52693	1	297	4	258	86.8687	3.02694	32.9	37.2
GPICHNHB_52694	1	489	17	489	100	4.591	33.3	35.9
GPICHNHB_52695	1	135	2	128	94.8148	1.8963	32.9	33
GPICHNHB_52696	1	156	1	115	73.7179	1.47436	33.7	42
GPICHNHB_52697	1	288	3	287	99.6528	1.48958	33.5	28
GPICHNHB_52698	1	405	6	357	88.1481	1.8642	32.8	42
GPICHNHB_52699	1	486	13	421	86.6255	3.39918	33.2	36.5
GPICHNHB_52700	1	225	8	220	97.7778	5.96444	32.8	39.1
GPICHNHB_52701	1	375	12	375	100	3.76	32.2	31
GPICHNHB_52702	1	684	16	628	91.8129	3.61404	33.4	37.1
GPICHNHB_52703	1	333	12	331	99.3994	5.34835	32.8	37
GPICHNHB_52704	1	843	30	794	94.1874	5.09015	32.8	40.6
GPICHNHB_52706	1	687	18	687	100	3.43377	32.2	32.3
GPICHNHB_52707	1	831	19	709	85.3189	3.43923	32.2	41.7
GPICHNHB_52708	1	333	6	228	68.4685	2.25826	33.5	38.5
GPICHNHB_52709	1	636	278	636	100	59.956	32.8	37.9
GPICHNHB_52710	1	1800	1013	1800	100	84.7122	32.9	41.4
GPICHNHB_52711	1	672	358	672	100	78.3021	32.7	40.4
GPICHNHB_52712	1	2010	1330	2010	100	97.2985	32.8	40.8
GPICHNHB_52713	1	795	498	795	100	95.0101	32.9	39.8
GPICHNHB_52714	1	1422	898	1422	100	93.4128	32.7	41.3
GPICHNHB_52715	1	921	630	921	100	100.878	32.7	39.8
GPICHNHB_52716	1	1338	769	1338	100	84.1973	32.9	40.6
GPICHNHB_52717	1	1023	700	1023	100	101.921	33	40.7
GPICHNHB_52718	1	537	242	537	100	63.0447	32.8	37.5
GPICHNHB_52719	1	1560	935	1560	100	89.0365	32.7	38.8
GPICHNHB_52720	1	1392	855	1392	100	90.9634	32.9	40.8
GPICHNHB_52721	1	801	482	801	100	88.4694	32.6	40.6
GPICHNHB_52722	1	1458	968	1458	100	97.8162	32.9	41.2
GPICHNHB_52723	1	1449	935	1449	100	95.1111	32.8	41.3
GPICHNHB_52724	1	981	600	981	100	91.473	32.9	41.7
GPICHNHB_52725	1	768	360	768	100	69.2109	32.7	41.1
GPICHNHB_52726	1	1797	935	1797	100	76.9688	32.7	41.3
GPICHNHB_52727	1	1368	786	1368	100	84.5344	32.7	41.2
GPICHNHB_52728	1	3432	2355	3432	100	101.96	32.8	41.7
GPICHNHB_52729	1	1407	899	1407	100	94.5544	32.9	40.9
GPICHNHB_52730	1	4641	2827	4641	100	91.209	32.7	41.5
GPICHNHB_52731	1	1101	564	1101	100	75.2625	32.7	40.4
GPICHNHB_52732	1	243	86	243	100	57.1728	32.9	31.8
GPICHNHB_52734	1	1788	1123	1788	100	91.783	32.8	40.9
GPICHNHB_52735	1	219	68	219	100	56.6621	32.8	33.2
GPICHNHB_52736	1	1320	827	1320	100	92.5333	32.8	40.6
GPICHNHB_52737	1	924	507	924	100	80.632	32.9	40.5
GPICHNHB_52738	1	936	604	936	100	95.8974	32.8	39.9
GPICHNHB_52739	1	1164	622	1164	100	79.2732	32.8	40.7
GPICHNHB_52740	1	1629	824	1629	100	74.4751	32.7	41.1
GPICHNHB_52741	1	903	463	903	100	76.1573	32.9	41.1
GPICHNHB_52742	1	1527	865	1527	100	83.2168	32.7	41.4
GPICHNHB_52743	1	2964	1721	2964	100	85.8448	32.8	41.5
GPICHNHB_52744	1	591	274	591	100	70.7411	32.8	39.5
GPICHNHB_52745	1	2571	1355	2571	100	77.6192	32.8	41.4
GPICHNHB_52746	1	930	587	930	100	93.0548	32.8	39
GPICHNHB_52747	1	834	476	834	100	82.3813	32.8	39
GPICHNHB_52748	1	765	871	765	100	171.152	32.7	13.8
GPICHNHB_52749	1	153	1	148	96.732	1.93464	33	42
GPICHNHB_52750	1	330	3	295	89.3939	1.36667	32.9	42
GPICHNHB_52751	1	264	3	223	84.4697	1.71591	32.5	29
GPICHNHB_52752	1	423	8	326	77.0686	2.39716	32.7	42
GPICHNHB_52753	1	264	5	185	70.0758	2.84091	32	42
GPICHNHB_52754	1	519	18	495	95.3757	4.62813	32.9	37.2
GPICHNHB_52755	1	519	14	519	100	4.52408	33	37.6
GPICHNHB_52756	1	198	6	198	100	2.99495	33.5	23.2
GPICHNHB_52757	1	768	111	768	100	20.9219	32.6	34.8
GPICHNHB_52758	1	1056	155	1055	99.9053	22.2045	32.8	41.3
GPICHNHB_52759	1	876	133	876	100	22.0742	32.8	40.8
GPICHNHB_52760	1	1161	153	1161	100	19.3747	32.8	41.5
GPICHNHB_52761	1	711	93	710	99.8594	20.0422	32.7	40.8
GPICHNHB_52762	1	549	76	545	99.2714	20.4444	33.1	40.1
GPICHNHB_52763	1	924	109	924	100	17.2478	32.7	40.9
GPICHNHB_52764	1	1311	206	1310	99.9237	23.3257	32.7	41.1
GPICHNHB_52765	1	966	137	966	100	19.7174	32.8	40
GPICHNHB_52766	1	645	103	645	100	23.6543	33.1	41
GPICHNHB_52767	1	1143	109	1142	99.9125	13.7428	32.7	39.9
GPICHNHB_52768	1	966	125	964	99.793	18.2609	33	39.9
GPICHNHB_52769	1	558	58	558	100	15.3297	32.7	31.5
GPICHNHB_52770	1	264	6	255	96.5909	3.29924	33.1	29
GPICHNHB_52771	1	357	13	351	98.3193	5.04202	32.6	39.1
GPICHNHB_52772	1	303	5	240	79.2079	2.24422	32.5	34.6
GPICHNHB_52773	1	372	6	370	99.4624	1.93011	33.2	26.2
GPICHNHB_52774	1	1236	147	1236	100	17.4393	32.9	40
GPICHNHB_52775	1	588	8	415	70.5782	2.30612	32.5	42
GPICHNHB_52776	1	264	6	229	86.7424	3.42424	33	42
GPICHNHB_52777	1	612	23	588	96.0784	5.66176	32.5	40.3
GPICHNHB_52779	1	426	27	386	90.6103	9.53521	32.8	25.5
GPICHNHB_52780	1	465	14	458	98.4946	4.52903	33.1	42
GPICHNHB_52781	1	270	7	205	75.9259	3.34444	33.5	36.7
GPICHNHB_52782	1	270	2	156	57.7778	1.64815	30.2	41
GPICHNHB_52783	1	447	9	431	96.4206	2.67562	33.4	41.3
GPICHNHB_52784	1	804	25	729	90.6716	4.63806	33.1	42
GPICHNHB_52785	1	522	21	505	96.7433	6.24138	33.6	32.7
GPICHNHB_52786	1	195	5	195	100	2.80513	33.6	17.4
GPICHNHB_52787	1	195	1	151	77.4359	1.54872	33.3	23
GPICHNHB_52788	1	216	5	209	96.7593	3.33796	33.6	34.2
GPICHNHB_52789	1	1233	46	1230	99.7567	5.5442	33.1	39.1
GPICHNHB_52790	1	552	25	552	100	6.66486	33.3	37.9
GPICHNHB_52791	1	1485	79	1440	96.9697	8.00539	32.9	41.5
GPICHNHB_52792	1	1491	96	1489	99.8659	9.33736	32.9	41.8
GPICHNHB_52793	1	243	3	242	99.5885	1.74074	30.9	30
GPICHNHB_52794	1	315	18	315	100	7.93016	33.4	35
GPICHNHB_52795	1	342	6	342	100	2.77485	32.7	23.3
GPICHNHB_52796	1	159	5	159	100	4.38365	33.8	30.6
GPICHNHB_52797	1	447	12	396	88.5906	3.98881	33	37.2
GPICHNHB_52798	1	435	10	376	86.4368	3.30345	32.7	40.1
GPICHNHB_52800	1	453	19	453	100	5.88079	32.7	35.9
GPICHNHB_52801	1	663	25	663	100	5.81297	32.4	39.6
GPICHNHB_52802	1	1296	64	1295	99.9228	7.41975	32.2	41.3
GPICHNHB_52803	1	2607	105	2602	99.8082	6.05217	32.2	40.2
GPICHNHB_52804	1	540	27	538	99.6296	7.15556	32.9	38.9
GPICHNHB_52805	1	282	12	282	100	6.67021	33.1	31.7
GPICHNHB_52806	1	432	21	384	88.8889	7.33102	32.5	42
GPICHNHB_52807	1	411	13	406	98.7835	4.39173	32.3	41.5
GPICHNHB_52808	1	876	42	875	99.8858	7.37785	32.7	41.5
GPICHNHB_52809	1	849	51	848	99.8822	9.00118	33.1	41.2
GPICHNHB_52810	1	621	37	603	97.1014	8.62319	32.8	40.9
GPICHNHB_52811	1	705	51	696	98.7234	10.1603	32.8	38.2
GPICHNHB_52812	1	450	23	442	98.2222	8.14667	32.2	37.5
GPICHNHB_52813	1	864	40	825	95.4861	7.28009	32.6	41.3
GPICHNHB_52814	1	294	6	187	63.6054	2.56803	32	39
GPICHNHB_52816	1	396	8	307	77.5253	2.56818	32.8	33.6
GPICHNHB_52818	1	2190	147	2190	100	10.2201	32.6	41.4
GPICHNHB_52819	1	711	41	711	100	8.29114	33.1	41.1
GPICHNHB_52820	1	1080	69	1079	99.9074	9.5963	33	41.5
GPICHNHB_52821	1	726	48	726	100	9.90909	33.1	41.2
GPICHNHB_52822	1	825	35	822	99.6364	6.24606	32.8	39.3
GPICHNHB_52823	1	363	20	359	98.8981	7.8292	32.3	37.6
GPICHNHB_52824	1	1545	99	1525	98.7055	9.39935	33.1	41.8
GPICHNHB_52825	1	3099	192	3084	99.516	9.23653	32.8	41.5
GPICHNHB_52826	1	1599	95	1568	98.0613	9.01939	32.7	40.8
GPICHNHB_52827	1	1275	75	1273	99.8431	8.76235	32.7	41.7
GPICHNHB_52828	1	1824	138	1797	98.5197	11.2407	32.9	40
GPICHNHB_52829	1	279	10	279	100	5.64516	33.2	32
GPICHNHB_52830	1	1923	105	1922	99.948	8.17733	32.7	40.9
GPICHNHB_52831	1	1860	84	1859	99.9462	6.66075	32.8	39.3
GPICHNHB_52832	1	357	7	308	86.2745	2.89076	32.2	28.4
GPICHNHB_52833	1	252	3	206	81.746	1.12302	33.2	24.3
GPICHNHB_52834	1	204	3	151	74.0196	2.13235	32.7	42
GPICHNHB_52835	1	399	10	345	86.4662	4.10777	33.5	37.8
GPICHNHB_52836	1	255	2	157	61.5686	1.18039	33	11.5
GPICHNHB_52837	1	252	4	251	99.6032	1.5873	33	31.5
GPICHNHB_52838	1	411	6	347	84.4282	2.54015	33.1	36
GPICHNHB_52839	1	822	14	821	99.8783	2.35401	33.3	39.1
GPICHNHB_52841	1	378	10	324	85.7143	3.46032	32	42
GPICHNHB_52842	1	426	5	354	83.0986	1.7723	33	22.2
GPICHNHB_52843	1	378	10	377	99.7354	3.7963	33.3	26.2
GPICHNHB_52844	1	321	3	236	73.5202	1.70093	32.8	42
GPICHNHB_52845	1	786	19	736	93.6387	3.06107	33	34.6
GPICHNHB_52846	1	198	1	145	73.2323	0.732323	33	42
GPICHNHB_52848	1	285	4	270	94.7368	1.81404	32.9	23
GPICHNHB_52849	1	183	2	140	76.5027	0.765027	33.6	41
GPICHNHB_52850	1	594	16	592	99.6633	4.26936	33	40.8
GPICHNHB_52851	1	468	11	373	79.7009	2.57051	32.6	42
GPICHNHB_52852	1	228	7	212	92.9825	4.75	33.6	27.1
GPICHNHB_52854	1	198	3	198	100	2.88889	32.8	36
GPICHNHB_52855	1	498	9	447	89.759	2.71888	33.5	37.3
GPICHNHB_52856	1	228	1	130	57.0175	0.570175	33.9	42
GPICHNHB_52857	1	333	9	331	99.3994	4.02102	32.9	38.2
GPICHNHB_52858	1	354	9	276	77.9661	2.55932	31.5	39.3
GPICHNHB_52859	1	303	7	251	82.8383	4.48515	33.3	38.4
GPICHNHB_52860	1	219	3	142	64.8402	0.648402	33.4	42
GPICHNHB_52861	1	411	10	303	73.7226	3.67153	33.2	42
GPICHNHB_52862	1	309	8	290	93.8511	4.87702	33.5	41.8
GPICHNHB_52863	1	1029	29	995	96.6958	4.23324	32.9	40.1
GPICHNHB_52864	1	216	6	214	99.0741	1.93056	33.5	29.8
GPICHNHB_52865	1	2040	123	2007	98.3824	9.14461	32.5	40.8
GPICHNHB_52866	1	1026	45	949	92.4951	6.32164	32.7	41.5
GPICHNHB_52867	1	936	67	936	100	10.9615	32.4	41.3
GPICHNHB_52868	1	915	53	908	99.235	8.14317	32.8	38.5
GPICHNHB_52870	1	144	1	143	99.3056	3.875	32.5	42
GPICHNHB_52871	1	471	10	364	77.2824	2.24204	33.5	41.4
GPICHNHB_52872	1	294	8	294	100	5	32.3	33.2
GPICHNHB_52873	1	279	5	218	78.1362	1.60215	33.4	42
GPICHNHB_52874	1	420	6	407	96.9048	3.19762	32.7	29.3
GPICHNHB_52875	1	132	2	132	100	1	33.2	22.5
GPICHNHB_52876	1	291	7	289	99.3127	3.17869	33.6	23
GPICHNHB_52877	1	315	11	291	92.381	4.90476	32.4	42
GPICHNHB_52878	1	450	14	449	99.7778	4.32889	33.2	36.5
GPICHNHB_52879	1	573	21	573	100	5.71553	32.6	40
GPICHNHB_52880	1	756	31	742	98.1481	5.81746	32.9	39.4
GPICHNHB_52881	1	273	4	273	100	2.67399	33.8	28.5
GPICHNHB_52882	1	288	10	210	72.9167	5.20833	33	21.3
GPICHNHB_52883	1	402	9	342	85.0746	3.37065	33.5	37.3
GPICHNHB_52884	1	243	17	225	92.5926	9.17284	32.6	12.6
GPICHNHB_52885	1	279	4	279	100	2.15412	33.3	37.5
GPICHNHB_52886	1	288	5	218	75.6944	2.62153	33.4	42
GPICHNHB_52887	1	660	41	646	97.8788	8.26061	33.3	40.1
GPICHNHB_52888	1	510	14	481	94.3137	4.68039	33	36.4
GPICHNHB_52889	1	621	32	621	100	7.86634	33	35.9
GPICHNHB_52890	1	600	31	554	92.3333	7.235	33.2	36
GPICHNHB_52891	1	1701	298	1701	100	26.4392	32.6	41.2
GPICHNHB_52892	1	537	53	527	98.1378	14.054	32.6	40.2
GPICHNHB_52893	1	1056	206	1056	100	29.339	32.4	41.7
GPICHNHB_52894	1	333	40	333	100	17.015	32.7	39.1
GPICHNHB_52895	1	573	130	573	100	31.555	32.4	37.4
GPICHNHB_52896	1	924	169	917	99.2424	28.5455	32.4	40.8
GPICHNHB_52897	1	885	144	885	100	24.5311	32.9	41.1
GPICHNHB_52898	1	771	120	771	100	23.1816	32.6	40.6
GPICHNHB_52899	1	873	119	872	99.8855	20.3013	32.8	40.9
GPICHNHB_52900	1	810	104	810	100	17.5506	32.7	35.4
GPICHNHB_52901	1	741	127	741	100	27.3117	33	40.6
GPICHNHB_52902	1	417	48	417	100	17.1055	32.9	39.6
GPICHNHB_52903	1	567	64	505	89.0653	15.3827	32.9	40.3
GPICHNHB_52904	1	594	65	594	100	17.2593	33	40.2
GPICHNHB_52905	1	201	14	201	100	11.2438	32.4	25.3
GPICHNHB_52906	1	1599	208	1599	100	19.4009	32.8	41.4
GPICHNHB_52907	1	720	96	719	99.8611	19.2181	32.6	39.7
GPICHNHB_52908	1	888	119	888	100	20.4065	32.4	41.7
GPICHNHB_52909	1	267	27	266	99.6255	13.3596	32.5	39.1
GPICHNHB_52910	1	612	118	612	100	27.4984	32.8	38.9
GPICHNHB_52911	1	1545	202	1545	100	20.1081	32.6	41.4
GPICHNHB_52912	1	1767	345	1767	100	29.3741	32.7	41.8
GPICHNHB_52913	1	420	51	420	100	17.369	32.5	40.6
GPICHNHB_52914	1	585	89	585	100	22.1145	32.7	39
GPICHNHB_52915	1	630	108	630	100	24.6222	32.6	39.9
GPICHNHB_52916	1	756	95	756	100	19.6548	33	38.3
GPICHNHB_52917	1	318	43	318	100	17.7201	32.3	37.6
GPICHNHB_52918	1	435	64	435	100	21.9218	32.7	36.9
GPICHNHB_52919	1	1782	266	1780	99.8878	22.4428	32.7	41.2
GPICHNHB_52920	1	186	2	135	72.5806	0.725806	33.5	32
GPICHNHB_52921	1	1302	96	1300	99.8464	10.6098	32.8	41.7
GPICHNHB_52922	1	489	32	489	100	9.5317	32.3	36.1
GPICHNHB_52923	1	219	3	161	73.516	1.99543	33.2	23.7
GPICHNHB_52924	1	441	47	441	100	14.1905	33.1	36.1
GPICHNHB_52925	1	303	4	204	67.3267	2.41584	33.5	31
GPICHNHB_52926	1	201	2	147	73.1343	0.731343	33.1	42
GPICHNHB_52927	1	282	8	264	93.617	4.7766	33.1	41.2
GPICHNHB_52928	1	249	2	196	78.7149	1.20884	32.9	31.5
GPICHNHB_52929	1	240	1	142	59.1667	0.591667	33.3	42
GPICHNHB_52930	1	258	4	194	75.1938	1.41473	33.9	31.5
GPICHNHB_52931	1	183	5	174	95.082	4	33.5	42
GPICHNHB_52932	1	927	25	849	91.5858	4.05717	32.6	36.6
GPICHNHB_52933	1	555	7	462	83.2432	1.9009	33	39
GPICHNHB_52934	1	147	3	147	100	2.89116	33	16
GPICHNHB_52935	1	786	29	736	93.6387	5.30916	32.4	36.8
GPICHNHB_52936	1	318	28	318	100	13.1887	32.1	15.1
GPICHNHB_52937	1	384	25	384	100	9.36458	32.9	23.1
GPICHNHB_52938	1	339	19	339	100	8.30088	32.6	22.6
GPICHNHB_52939	1	279	14	273	97.8495	7.04659	33.6	7.43
GPICHNHB_52940	1	1074	108	1074	100	14.0372	33.1	28.8
GPICHNHB_52941	1	489	282	489	100	86.7935	32.9	38.7
GPICHNHB_52942	1	339	6	339	100	2.48083	32.6	19.7
GPICHNHB_52944	1	243	5	238	97.9424	3.04115	31.7	26.8
GPICHNHB_52945	1	522	20	522	100	5.68391	32.9	39.6
GPICHNHB_52946	1	531	27	528	99.435	7.32957	32.8	38.7
GPICHNHB_52947	1	1620	96	1619	99.9383	8.64815	32.9	41.5
GPICHNHB_52948	1	423	14	357	84.3972	4.61939	32.7	37.6
GPICHNHB_52949	1	381	8	289	75.853	3.32283	33	24.5
GPICHNHB_52950	1	789	23	788	99.8733	4.27123	33	38.2
GPICHNHB_52951	1	936	22	935	99.8932	3.49573	32.8	36.9
GPICHNHB_52952	1	636	20	617	97.0126	4.71698	33	41.1
GPICHNHB_52953	1	501	13	460	91.8164	3.57285	32.8	37.7
GPICHNHB_52954	1	876	31	876	100	5.40183	33	37.8
GPICHNHB_52955	1	399	9	383	95.99	3.36591	33	40
GPICHNHB_52956	1	333	6	278	83.4835	2.26126	33.2	28
GPICHNHB_52957	1	74	1	43	58.1081	1.16216	33.8	42
GPICHNHB_52960	1	360	3	308	85.5556	1.25556	31	15
GPICHNHB_52961	1	1635	331	1635	100	28.9896	32.6	41.6
GPICHNHB_52962	1	2013	415	2012	99.9503	30.1446	32.7	41.1
GPICHNHB_52963	1	2079	446	2079	100	31.822	32.9	41.4
GPICHNHB_52964	1	2595	551	2595	100	31.4686	32.7	41.6
